Moisture_Level,Is_Rainy,temperature_C,humidity,Reduce_Water
38,17,93,1,0
63,33,99,1,0
90,24,39,1,0
94,33,38,1,0
75,29,77,0,1
92,34,99,0,0
60,41,50,1,0
51,29,83,0,1
65,33,93,1,0
99,41,62,0,0
33,25,54,0,1
38,31,96,1,0
90,33,94,0,0
54,36,57,0,1
96,17,67,0,0
31,27,31,1,0
93,17,30,0,0
30,25,81,1,0
78,29,70,1,0
43,38,98,1,0
81,21,100,1,0
52,32,72,0,1
46,37,66,0,1
69,41,84,1,0
79,24,74,1,0
97,18,49,1,0
78,18,75,0,1
83,37,100,1,0
71,21,30,1,0
36,34,44,1,0
59,28,84,0,1
69,18,46,0,1
48,26,70,1,0
39,21,90,0,1
33,20,63,0,1
89,40,82,0,0
38,41,82,0,1
82,17,41,0,0
93,21,80,0,0
92,36,39,0,0
77,26,42,0,1
75,38,70,1,0
31,31,68,0,1
98,35,49,1,0
40,36,54,0,1
66,22,96,1,0
46,18,84,0,1
96,25,74,0,0
33,31,36,0,1
72,19,89,1,0
31,24,84,1,0
88,31,53,0,0
55,33,42,1,0
54,39,54,0,1
82,22,78,0,0
93,36,83,0,0
42,42,73,0,1
95,37,56,1,0
67,18,71,0,1
71,34,68,0,1
52,22,30,1,0
86,42,43,1,0
36,32,62,1,0
52,30,90,1,0
57,38,37,1,0
79,42,38,0,1
36,19,30,0,1
93,34,95,0,0
47,30,99,0,1
100,26,68,0,0
56,24,80,0,1
98,25,60,0,0
49,36,45,1,0
85,34,51,1,0
40,32,46,0,1
83,39,53,1,0
56,42,32,0,1
32,17,30,1,0
81,31,94,0,0
60,35,84,0,1
71,29,42,1,0
91,18,53,1,0
50,19,46,0,1
91,34,96,0,0
94,25,65,1,0
97,39,56,0,0
87,37,65,1,0
32,27,47,1,0
72,26,75,0,1
46,21,79,0,1
53,18,34,1,0
73,40,63,1,0
30,38,39,0,1
58,38,61,1,0
45,30,81,1,0
88,19,51,0,0
92,25,100,0,0
75,36,48,1,0
84,29,60,0,0
82,30,62,1,0
47,29,38,1,0
58,24,66,1,0
79,19,97,0,1
42,40,38,1,0
67,22,57,0,1
80,33,95,0,1
81,42,82,1,0
70,30,64,1,0
87,34,81,0,0
42,34,90,0,1
99,18,43,1,0
74,33,81,1,0
35,30,66,0,1
57,28,86,0,1
57,17,46,0,1
91,26,49,0,0
35,32,78,1,0
92,27,31,0,0
94,19,88,0,0
97,42,96,1,0
84,37,52,1,0
97,30,63,1,0
83,42,77,0,0
64,39,39,0,1
68,22,82,1,0
57,35,65,1,0
74,19,81,1,0
95,34,57,1,0
87,34,98,0,0
57,26,33,0,1
93,40,62,0,0
69,18,35,0,1
70,29,95,1,0
92,21,68,0,0
58,26,86,0,1
84,31,58,0,0
90,20,69,0,0
55,24,51,1,0
84,24,57,0,0
54,41,62,0,1
65,17,85,0,1
38,36,32,0,1
93,23,57,1,0
72,17,42,0,1
60,37,55,1,0
80,35,58,0,1
83,40,81,0,0
52,38,71,0,1
68,27,62,1,0
78,23,35,1,0
54,23,82,1,0
82,34,36,1,0
100,31,100,1,0
73,34,79,0,1
95,25,37,1,0
93,32,55,0,0
71,38,97,1,0
95,39,59,0,0
96,23,96,1,0
86,31,55,0,0
48,33,32,0,1
63,19,51,0,1
99,41,33,0,0
84,18,53,0,0
89,29,55,1,0
91,32,92,1,0
64,39,50,1,0
81,17,40,0,0
45,19,42,1,0
48,36,86,1,0
75,27,75,1,0
100,39,66,1,0
41,31,33,0,1
65,39,49,1,0
74,35,91,0,1
55,30,42,0,1
78,38,33,0,1
68,27,63,1,0
80,26,96,0,1
49,32,94,1,0
87,22,80,1,0
50,26,60,1,0
88,36,65,0,0
48,32,44,1,0
74,33,66,0,1
91,41,57,0,0
87,40,96,0,0
32,35,99,0,1
85,28,76,1,0
62,27,32,0,1
92,23,65,1,0
46,28,75,1,0
36,42,42,0,1
91,27,32,0,0
52,32,94,1,0
77,36,42,0,1
100,22,65,0,0
59,40,53,0,1
80,21,85,0,1
84,23,40,0,0
100,36,40,1,0
51,26,70,0,1
41,20,93,1,0
46,29,60,0,1
37,25,98,1,0
35,20,74,1,0
74,30,36,0,1
32,22,80,1,0
98,36,71,1,0
86,35,48,0,0
50,21,30,0,1
90,34,81,1,0
41,35,33,0,1
52,27,37,0,1
80,17,96,1,0
56,22,58,0,1
33,27,67,1,0
31,27,70,1,0
57,17,49,1,0
42,35,41,1,0
64,42,51,0,1
95,29,56,0,0
72,26,33,1,0
68,41,61,1,0
92,19,46,0,0
85,19,48,1,0
69,29,57,1,0
85,31,84,0,0
75,39,51,0,1
76,36,38,1,0
75,31,94,1,0
100,18,59,1,0
30,18,78,0,1
60,37,69,0,1
92,39,90,1,0
30,23,34,0,1
57,21,51,1,0
32,28,83,0,1
40,18,37,0,1
69,32,98,0,1
41,32,33,0,1
39,32,49,0,1
36,30,83,0,1
31,36,87,1,0
41,42,60,1,0
75,22,81,1,0
60,19,84,1,0
78,40,44,0,1
46,29,83,1,0
48,31,66,1,0
69,18,86,1,0
80,27,86,0,1
50,24,83,1,0
88,20,68,1,0
87,42,72,0,0
71,20,92,0,1
50,40,84,0,1
62,36,94,0,1
77,21,61,0,1
99,26,65,0,0
77,29,79,1,0
37,28,88,0,1
48,29,35,1,0
34,38,40,1,0
45,23,36,1,0
46,22,40,0,1
55,42,64,0,1
58,39,72,0,1
57,29,85,0,1
91,39,56,1,0
80,21,49,1,0
96,17,49,1,0
47,40,31,0,1
52,35,33,1,0
98,23,54,1,0
60,20,84,1,0
38,28,35,1,0
54,32,85,0,1
93,38,38,0,0
42,25,76,0,1
50,18,85,1,0
85,29,89,1,0
96,33,34,0,0
53,28,67,0,1
93,18,62,1,0
88,24,99,1,0
64,37,66,0,1
72,37,85,1,0
78,31,51,0,1
44,17,66,1,0
67,33,83,0,1
57,21,34,0,1
94,39,89,0,0
79,38,82,1,0
70,20,50,0,1
87,17,74,0,0
71,40,64,0,1
43,28,40,0,1
76,23,53,0,1
73,27,86,1,0
77,27,100,0,1
41,27,46,0,1
97,23,54,1,0
84,32,91,1,0
77,33,89,1,0
89,31,55,1,0
45,34,91,0,1
71,40,33,0,1
100,20,74,0,0
50,26,58,1,0
83,30,78,0,0
49,38,86,1,0
37,41,96,0,1
91,18,68,1,0
82,17,36,1,0
58,33,86,1,0
97,34,79,1,0
91,40,76,0,0
98,38,32,1,0
42,36,72,0,1
54,22,61,0,1
97,17,78,1,0
31,35,88,0,1
39,17,72,1,0
37,25,44,0,1
38,20,92,1,0
62,23,71,1,0
52,32,31,0,1
84,39,65,0,0
58,19,43,1,0
61,35,98,0,1
38,17,48,0,1
36,33,62,0,1
89,21,30,1,0
72,30,56,1,0
54,36,69,1,0
78,32,95,1,0
84,40,41,0,0
91,42,33,0,0
45,25,58,1,0
60,42,78,0,1
73,36,75,0,1
67,29,82,0,1
73,20,55,1,0
37,33,100,1,0
43,41,37,0,1
86,38,88,0,0
60,31,54,1,0
31,19,52,1,0
57,30,34,1,0
67,29,93,0,1
58,28,40,0,1
85,38,57,1,0
94,37,37,0,0
65,17,70,1,0
55,40,86,1,0
59,31,30,0,1
64,39,62,1,0
33,30,94,1,0
79,26,89,1,0
92,29,39,1,0
91,28,46,0,0
47,36,36,1,0
85,37,55,0,0
85,23,78,1,0
60,23,53,0,1
59,21,57,0,1
71,35,85,1,0
49,31,72,0,1
79,33,87,0,1
72,42,35,1,0
74,17,60,1,0
33,34,51,0,1
92,35,85,1,0
47,17,35,0,1
37,30,62,0,1
59,29,71,0,1
92,31,40,1,0
77,20,89,0,1
56,27,58,0,1
46,36,73,0,1
45,38,85,0,1
67,40,42,1,0
64,27,79,0,1
40,25,34,1,0
85,19,69,0,0
40,17,42,0,1
93,26,34,1,0
37,41,85,1,0
33,29,77,0,1
33,21,80,1,0
55,35,65,1,0
46,40,36,1,0
66,36,79,1,0
55,33,42,0,1
55,34,55,0,1
94,32,95,1,0
92,37,38,0,0
46,17,63,1,0
83,24,75,1,0
42,36,96,1,0
45,27,31,0,1
87,19,92,0,0
94,32,69,1,0
32,36,91,0,1
83,35,79,1,0
97,33,81,1,0
71,25,81,0,1
72,39,100,1,0
94,23,93,1,0
56,22,55,1,0
45,24,83,0,1
69,21,74,1,0
89,42,56,1,0
38,27,96,1,0
75,23,72,0,1
96,26,49,0,0
79,36,83,1,0
36,32,83,1,0
87,32,82,1,0
100,32,65,1,0
81,32,75,1,0
61,39,84,1,0
30,34,78,1,0
95,37,72,1,0
78,28,48,1,0
99,24,80,1,0
32,30,44,1,0
44,37,48,0,1
60,21,80,0,1
41,32,82,0,1
74,19,44,0,1
57,23,61,0,1
69,23,91,0,1
75,40,68,0,1
42,37,100,1,0
36,18,49,0,1
84,20,59,0,0
77,23,95,0,1
89,39,44,0,0
97,27,74,0,0
78,21,47,0,1
70,36,47,0,1
87,22,62,1,0
53,35,51,0,1
38,17,63,1,0
75,31,89,0,1
49,37,90,1,0
69,33,49,1,0
68,39,80,1,0
98,36,66,0,0
42,23,100,0,1
77,30,57,0,1
92,36,46,1,0
33,38,48,1,0
90,29,44,0,0
32,20,31,0,1
50,33,91,1,0
85,22,95,0,0
61,38,51,1,0
74,31,63,0,1
54,39,93,0,1
46,31,35,1,0
68,36,62,0,1
51,17,55,1,0
80,34,67,0,1
93,17,90,0,0
40,40,40,0,1
38,32,90,1,0
77,30,68,1,0
71,34,51,1,0
66,41,40,0,1
32,17,63,0,1
89,40,93,1,0
52,37,85,0,1
96,25,68,0,0
34,34,77,1,0
38,40,70,0,1
79,17,59,0,1
78,22,58,0,1
85,31,56,1,0
95,19,80,1,0
81,17,99,0,0
51,30,42,0,1
31,35,38,1,0
71,23,41,1,0
51,34,83,1,0
78,17,61,1,0
95,33,98,1,0
55,23,91,0,1
97,25,38,0,0
95,17,51,0,0
57,30,67,1,0
39,34,94,0,1
43,17,95,1,0
60,38,91,0,1
70,17,78,0,1
40,26,50,1,0
96,20,43,0,0
96,29,85,0,0
72,39,55,1,0
85,35,83,1,0
39,23,87,1,0
44,31,53,1,0
78,35,86,0,1
59,20,59,1,0
54,32,50,0,1
74,18,65,0,1
94,19,93,0,0
41,24,65,1,0
89,19,32,1,0
43,22,68,1,0
51,27,52,0,1
69,22,100,1,0
94,25,38,0,0
39,42,80,1,0
95,31,47,1,0
75,31,69,0,1
36,40,52,0,1
86,32,35,0,0
44,17,89,0,1
92,22,95,1,0
87,23,45,0,0
50,35,56,0,1
99,21,46,1,0
43,27,33,1,0
90,31,83,0,0
35,23,32,1,0
55,32,77,1,0
91,18,77,1,0
74,39,60,0,1
47,19,69,0,1
84,24,72,1,0
41,25,32,0,1
52,35,47,0,1
96,27,39,0,0
45,27,100,1,0
66,25,54,0,1
83,38,84,1,0
55,29,50,1,0
88,26,65,0,0
81,42,62,1,0
40,40,93,0,1
89,17,84,0,0
92,17,84,1,0
34,42,75,0,1
87,38,52,0,0
79,23,51,0,1
37,29,77,0,1
50,19,66,0,1
76,24,58,1,0
52,30,80,1,0
93,19,49,1,0
71,40,38,0,1
46,33,67,0,1
39,26,40,0,1
85,41,39,0,0
37,20,72,0,1
63,37,55,0,1
98,32,30,1,0
84,25,86,1,0
46,27,54,0,1
70,33,87,0,1
68,40,80,1,0
39,28,47,1,0
99,18,92,0,0
46,22,41,0,1
45,34,42,1,0
97,42,64,0,0
79,21,78,1,0
62,24,58,0,1
34,22,78,0,1
86,33,71,1,0
86,19,45,0,0
90,23,82,0,0
60,26,70,1,0
71,22,42,1,0
62,22,38,1,0
55,30,48,0,1
87,25,81,1,0
51,35,50,0,1
94,26,61,0,0
82,34,92,0,0
44,34,64,0,1
77,29,76,1,0
72,33,73,0,1
66,24,92,0,1
72,32,35,0,1
78,18,37,1,0
63,33,86,1,0
33,39,87,0,1
66,32,75,0,1
84,20,71,0,0
93,22,88,1,0
72,34,38,0,1
66,32,41,0,1
92,27,69,1,0
75,22,48,0,1
70,29,69,0,1
64,25,50,1,0
94,34,93,0,0
87,40,57,1,0
52,40,42,1,0
90,17,78,1,0
44,40,33,1,0
66,40,61,1,0
92,17,77,0,0
46,18,50,0,1
74,42,41,1,0
80,22,75,1,0
93,20,88,0,0
73,27,86,1,0
100,29,39,0,0
87,27,77,1,0
48,24,76,0,1
65,35,64,0,1
69,38,32,1,0
35,34,62,0,1
63,29,75,1,0
81,41,98,1,0
53,19,54,1,0
33,28,79,1,0
49,35,46,0,1
53,18,44,0,1
57,36,89,0,1
65,39,99,1,0
39,17,32,0,1
98,42,53,1,0
73,41,37,0,1
56,33,91,0,1
80,42,90,1,0
79,20,91,0,1
76,28,71,0,1
64,32,91,1,0
68,33,72,1,0
70,19,77,0,1
94,25,33,1,0
42,36,31,1,0
30,18,88,0,1
48,26,56,1,0
87,33,92,0,0
53,33,47,0,1
98,42,53,0,0
88,42,75,1,0
46,23,90,0,1
79,37,90,1,0
91,24,95,0,0
53,21,76,0,1
39,19,53,1,0
41,38,35,0,1
58,22,30,1,0
53,26,64,0,1
74,38,68,1,0
73,28,41,0,1
80,26,45,0,1
82,35,92,1,0
90,23,33,0,0
76,31,96,0,1
66,19,50,1,0
95,24,45,0,0
96,38,44,0,0
81,22,38,0,0
76,24,76,0,1
32,35,63,0,1
76,27,57,0,1
61,35,64,1,0
78,18,66,1,0
88,41,83,1,0
72,25,42,1,0
87,24,96,0,0
90,36,77,0,0
63,17,81,1,0
83,42,67,0,0
90,23,35,1,0
68,40,51,1,0
51,31,75,1,0
87,40,59,1,0
98,41,62,0,0
48,34,45,1,0
100,30,80,0,0
72,39,74,1,0
58,28,52,1,0
94,33,43,0,0
61,24,93,0,1
95,34,57,1,0
37,35,39,0,1
42,23,58,1,0
92,28,37,1,0
68,23,37,1,0
64,39,71,1,0
45,40,62,0,1
40,28,33,1,0
60,20,94,0,1
66,36,76,1,0
39,30,74,1,0
93,33,98,0,0
54,22,40,0,1
90,32,90,1,0
31,18,49,1,0
98,23,57,0,0
51,23,81,1,0
56,33,96,1,0
49,33,61,0,1
85,27,90,1,0
69,23,59,1,0
60,25,35,0,1
70,22,58,0,1
61,25,95,1,0
80,36,39,1,0
86,26,39,0,0
35,39,81,0,1
57,42,72,0,1
42,35,89,0,1
73,26,67,1,0
84,17,41,0,0
61,26,48,0,1
36,39,77,0,1
55,25,76,0,1
40,38,73,0,1
91,33,78,0,0
51,42,47,1,0
91,29,33,1,0
42,33,49,0,1
82,31,76,1,0
57,17,80,1,0
96,34,30,0,0
80,34,56,1,0
82,26,30,1,0
75,17,63,0,1
65,23,56,1,0
60,33,97,1,0
96,17,53,0,0
69,28,68,1,0
99,30,88,0,0
58,22,75,1,0
43,31,40,1,0
41,22,92,0,1
47,32,81,0,1
45,20,91,0,1
81,40,89,1,0
74,37,75,1,0
68,39,31,0,1
69,35,41,1,0
83,39,38,0,0
89,18,68,0,0
73,36,64,1,0
37,32,53,0,1
53,26,52,0,1
43,33,76,1,0
36,40,45,0,1
68,35,56,0,1
34,20,75,0,1
42,30,49,0,1
87,21,51,0,0
87,29,67,1,0
90,17,30,1,0
88,22,97,1,0
97,33,84,1,0
75,19,93,1,0
86,23,40,0,0
54,32,35,1,0
69,31,80,0,1
69,18,95,1,0
93,39,92,1,0
60,34,37,0,1
70,17,80,0,1
92,19,60,0,0
38,25,93,1,0
38,33,91,0,1
42,37,53,0,1
71,23,70,0,1
82,36,72,1,0
96,18,63,0,0
72,19,38,0,1
99,30,57,1,0
79,19,44,1,0
82,23,90,1,0
49,17,78,1,0
55,27,38,0,1
72,39,30,1,0
51,40,60,0,1
45,19,95,1,0
71,21,41,0,1
64,40,68,1,0
67,23,77,0,1
37,21,67,1,0
53,30,79,1,0
82,32,84,1,0
68,42,65,1,0
57,41,78,0,1
91,29,85,0,0
34,23,69,1,0
35,37,50,0,1
82,22,46,1,0
65,33,72,1,0
54,30,45,0,1
37,30,53,1,0
55,20,90,0,1
82,38,79,1,0
56,17,30,0,1
97,38,55,1,0
99,31,89,1,0
92,32,89,0,0
95,25,79,0,0
57,36,89,1,0
69,37,91,0,1
43,31,72,1,0
89,17,43,1,0
54,32,55,1,0
83,41,51,1,0
59,39,94,0,1
35,34,61,0,1
65,22,89,1,0
84,38,64,0,0
95,23,60,0,0
41,36,55,0,1
51,35,84,1,0
77,36,57,1,0
69,22,86,1,0
91,34,96,1,0
83,25,68,1,0
81,31,38,1,0
58,41,39,0,1
59,30,75,1,0
82,42,72,0,0
89,31,99,0,0
100,20,98,0,0
90,30,96,1,0
85,26,99,1,0
96,41,59,1,0
79,30,77,0,1
80,30,74,1,0
82,42,78,1,0
38,36,37,0,1
35,29,33,0,1
56,21,40,0,1
35,24,45,0,1
63,26,46,0,1
35,30,68,1,0
70,23,41,1,0
91,28,89,0,0
71,26,79,0,1
35,28,69,0,1
86,41,76,0,0
36,25,73,0,1
98,37,36,0,0
83,37,87,1,0
71,30,84,0,1
71,41,94,1,0
47,24,69,1,0
98,34,30,1,0
70,41,75,1,0
96,40,35,0,0
59,25,89,1,0
71,41,49,0,1
70,33,41,1,0
33,29,67,0,1
89,28,38,1,0
64,17,42,1,0
61,23,55,1,0
82,26,94,1,0
69,30,66,0,1
58,38,55,0,1
45,17,89,0,1
77,35,80,1,0
73,21,89,1,0
33,37,48,1,0
65,33,97,1,0
47,29,78,0,1
77,20,65,0,1
41,26,36,1,0
89,32,62,0,0
84,20,30,1,0
87,23,62,0,0
38,42,100,1,0
81,38,97,0,0
32,42,98,0,1
85,25,40,1,0
51,26,68,1,0
69,39,44,1,0
35,40,33,1,0
66,31,57,1,0
31,20,38,0,1
34,20,66,0,1
65,37,55,1,0
66,24,60,1,0
94,22,79,1,0
84,19,97,0,0
46,40,70,0,1
91,40,72,0,0
64,34,89,0,1
62,21,99,0,1
41,26,73,1,0
57,21,39,0,1
47,39,30,1,0
64,35,81,0,1
99,37,75,0,0
87,17,100,0,0
35,31,32,1,0
59,36,86,0,1
79,42,33,0,1
64,38,48,1,0
95,24,84,0,0
77,33,35,1,0
84,27,58,1,0
80,30,81,0,1
66,23,66,1,0
92,20,47,1,0
30,30,91,0,1
50,30,71,0,1
44,28,87,1,0
100,19,83,0,0
92,23,93,1,0
76,36,44,1,0
67,24,78,1,0
79,36,99,0,1
37,31,38,0,1
59,39,85,1,0
98,33,92,1,0
84,33,56,0,0
67,33,54,0,1
38,34,75,0,1
70,27,81,1,0
42,25,91,1,0
91,40,36,0,0
52,38,52,0,1
61,34,69,1,0
91,21,98,0,0
100,28,93,0,0
34,27,69,1,0
85,21,39,0,0
40,37,41,1,0
58,23,70,1,0
82,22,89,0,0
55,17,62,0,1
99,32,66,1,0
92,35,71,1,0
60,36,67,1,0
65,26,35,0,1
77,33,60,0,1
42,32,70,1,0
44,42,69,0,1
45,24,56,0,1
75,31,76,1,0
70,19,69,0,1
70,33,89,0,1
44,17,90,1,0
70,17,74,0,1
100,40,77,1,0
39,27,54,1,0
34,18,85,1,0
66,19,36,1,0
89,39,33,1,0
98,19,61,1,0
79,17,34,0,1
88,39,35,0,0
32,32,46,1,0
46,24,73,1,0
91,20,63,1,0
61,26,54,1,0
58,29,86,1,0
43,29,98,0,1
60,33,72,1,0
52,28,54,1,0
77,24,39,1,0
38,26,32,0,1
52,17,38,0,1
75,23,65,1,0
76,34,39,1,0
69,38,43,1,0
72,34,80,1,0
36,21,52,0,1
91,36,87,1,0
69,30,92,0,1
33,39,33,0,1
49,29,51,1,0
91,20,73,1,0
52,18,30,1,0
63,32,61,0,1
49,21,70,0,1
66,33,89,1,0
87,32,72,0,0
43,37,55,1,0
68,35,55,1,0
70,30,99,1,0
37,29,62,1,0
73,21,53,0,1
93,27,81,0,0
62,19,83,0,1
67,42,79,1,0
72,34,76,1,0
89,38,67,1,0
71,28,63,0,1
69,35,60,1,0
35,40,68,0,1
54,17,58,0,1
50,21,61,0,1
91,18,95,0,0
88,37,81,0,0
58,39,49,1,0
96,23,76,1,0
95,31,54,1,0
34,39,60,1,0
86,23,57,0,0
57,27,45,1,0
37,40,56,0,1
94,31,34,1,0
47,41,36,0,1
44,20,61,1,0
36,21,60,0,1
33,22,58,1,0
47,36,53,1,0
57,20,65,0,1
50,33,85,1,0
74,34,74,1,0
65,19,39,0,1
49,42,60,0,1
52,33,91,1,0
36,35,96,0,1
95,32,88,0,0
74,41,62,0,1
84,31,46,1,0
73,19,82,1,0
79,30,60,0,1
63,34,61,1,0
40,41,33,1,0
36,24,69,1,0
64,22,61,0,1
62,39,80,0,1
52,29,85,0,1
90,40,72,0,0
79,20,52,1,0
98,19,53,0,0
37,42,63,0,1
85,19,69,1,0
57,25,99,1,0
72,28,33,1,0
86,20,79,1,0
100,40,86,1,0
41,21,89,1,0
76,41,67,1,0
68,17,42,0,1
50,22,68,1,0
30,26,47,0,1
46,31,90,0,1
77,26,31,0,1
67,38,58,0,1
79,24,44,1,0
45,17,82,1,0
45,23,97,0,1
31,22,68,1,0
64,30,68,0,1
38,17,70,1,0
55,21,99,0,1
71,39,70,1,0
87,33,98,1,0
44,22,64,0,1
85,31,38,0,0
95,18,43,0,0
63,41,58,1,0
53,26,59,1,0
60,34,58,1,0
77,32,54,1,0
69,21,67,0,1
49,23,30,1,0
82,28,68,1,0
59,17,97,0,1
46,31,36,1,0
85,20,55,0,0
80,21,30,0,1
89,18,90,1,0
40,26,100,0,1
36,40,92,0,1
91,28,84,1,0
48,30,69,1,0
95,38,60,1,0
68,39,36,0,1
88,42,31,1,0
97,37,90,1,0
66,28,82,0,1
94,26,76,1,0
93,20,88,0,0
37,25,73,1,0
45,24,99,0,1
59,37,94,0,1
76,26,77,1,0
38,30,55,1,0
75,33,86,1,0
42,21,89,1,0
52,21,73,0,1
42,40,78,0,1
38,19,47,0,1
76,35,88,0,1
91,28,75,0,0
37,29,81,0,1
40,24,45,0,1
86,37,85,1,0
66,32,71,0,1
86,38,92,1,0
38,19,58,1,0
85,40,91,1,0
44,25,50,0,1
43,25,56,0,1
30,31,91,0,1
90,24,83,0,0
34,19,69,0,1
40,37,88,1,0
91,27,82,0,0
81,25,90,1,0
77,29,97,1,0
91,42,39,1,0
39,19,36,0,1
68,35,37,1,0
77,25,80,0,1
86,37,64,1,0
40,32,75,1,0
31,22,63,1,0
32,28,69,1,0
99,41,94,0,0
66,19,97,0,1
40,26,50,1,0
37,30,46,0,1
83,20,66,0,0
45,39,56,0,1
52,42,91,0,1
54,28,78,0,1
30,42,87,1,0
75,18,82,1,0
48,27,40,0,1
41,25,42,1,0
70,28,92,1,0
51,20,40,0,1
46,27,88,1,0
76,32,93,1,0
75,41,86,1,0
67,35,42,1,0
30,29,78,0,1
41,27,96,1,0
67,34,95,1,0
42,32,66,1,0
93,18,57,1,0
31,26,63,0,1
57,31,61,0,1
56,21,54,1,0
65,24,63,1,0
58,32,51,1,0
73,33,54,0,1
68,42,76,1,0
71,35,65,0,1
43,27,82,0,1
90,27,48,1,0
58,26,77,1,0
40,38,52,1,0
89,20,69,1,0
35,20,95,1,0
97,20,91,1,0
53,22,58,1,0
40,26,53,1,0
67,17,79,0,1
53,40,91,0,1
42,38,70,0,1
58,29,49,0,1
86,24,39,1,0
48,41,66,0,1
87,22,47,1,0
48,26,45,1,0
83,39,49,1,0
60,30,87,1,0
57,25,49,0,1
35,19,35,0,1
81,18,71,1,0
49,39,66,1,0
91,40,35,1,0
69,34,64,1,0
72,32,42,1,0
